semi,clsno,clsfor,clsName,clsRoom,clsOpt,start,end,week,hour,crid,stuCount,teacher,sch_type
1102,D2562,企管五甲,科技管理,５,必,5,7,星期一,3,3,52,趙正敏魏莉芳,1
1102,D2639,國貿五甲,商用英文習作 (學年),３,必,3,4,星期一,2,1,52,林慧洙,1
1102,D2759,會資五甲,稅務法規與申報實務 (學年),２,必,2,4,星期一,3,3,38,王國揚,1
1102,D2889,資管五甲,管理資訊系統,２,必,2,4,星期一,3,3,40,王淑玲,1
1102,D4881,資管五甲,企業專業實習 (另併１班),１,選,1,1,星期一,6,6,1,連俊瑋,1
1102,D8232,資管五甲,企業專業實習 (另併１班),１,選,1,1,星期一,6,6,1,陳大仁,1
1102,D8233,資管五甲,企業專業實習 (另併１班),１,選,1,1,星期一,6,6,1,廖士寬,1
1102,D8234,資管五甲,企業專業實習 (另併１班),１,選,1,1,星期一,6,6,2,蕭國倫,1
1102,D8235,資管五甲,企業專業實習 (另併１班),１,選,1,1,星期一,6,6,3,駱榮問,1
1102,D8314,資管五甲,企業專業實習 (另併１班),１,選,1,1,星期一,6,6,1,黃天麒,1
1102,D3044,英語五甲,英語演講與溝通 (學年),５,必,5,6,星期一,2,2,30,徐琍沂,1
1102,D3216,保金五甲,金融實務,２,必,2,4,星期一,3,3,37,張巧宜,1
1102,D3227,保金五乙,年金與退休金規劃,５,必,5,7,星期一,3,3,37,陳冠志,1
1102,D4732,保金五乙,國際金融與匯兌,２,必,2,4,星期一,3,3,37,吳明哲,1
1102,D4848,企管四甲,人際關係,２,必,2,4,星期一,3,3,38,龔慧珠,1
1102,D2542,企管四甲,貨幣銀行學 (學年),５,選,5,6,星期一,2,2,30,張瓊燕,1
1102,D2546,企管四甲,管理數學 (學年),７,必,7,8,星期一,2,2,38,盧慶樺,1
1102,D2553,企管四乙,貨幣銀行學 (學年),７,選,7,8,星期一,2,2,23,張瓊燕,1
1102,D2557,企管四乙,管理數學 (學年),５,必,5,6,星期一,2,2,46,盧慶樺,1
1102,D2624,國貿四甲,大學英文選 (學年),３,選,3,4,星期一,2,2,37,馬蕙萱,1
1102,D2621,國貿四甲,商業心理學,５,選,5,6,星期一,2,2,40,邱麗蓉,1
1102,D2734,會資四甲,企業管理 (學年),２,必,2,4,星期一,3,3,42,林秀霞,1
1102,D2737,會資四甲,會計資訊系統 (學年),５,必,5,7,星期一,3,2,43,盧正宗,1
1102,D2747,會資四乙,成本與管理會計學 (學年),２,必,2,4,星期一,5,4,43,郭佳如,1
1102,D2749,會資四乙,會計資訊系統 (學年),５,必,5,7,星期一,3,2,42,陳美嬪,1
1102,D2815,品設科菁英班四甲,複合媒材設計,２,選,2,4,星期一,3,3,23,魏明仕,1
1102,D2821,品設科菁英班四甲,關懷商品設計（二）,５,必,5,7,星期一,3,3,40,王譔博,1
1102,D2882,資管四甲,管理數學 (學年),３,必,3,4,星期一,2,2,32,黃慧鳳,1
1102,D2940,日語四甲,日文閱讀指導 (學年),５,必,5,7,星期一,3,3,25,羅曉勤,1
1102,D4777,日語四甲,日文閱讀指導 (學年),５,必,5,7,星期一,3,3,28,張宜樺,1
1102,D2941,日語四甲,日文翻譯（一） (學年),３,必,3,4,星期一,2,2,52,葉東哲,1
1102,D3092,資應菁英班四甲,作業系統,２,選,2,4,星期一,3,3,23,范敏玄,1
1102,D3192,保金四甲,日文 (學年),５,選,5,6,星期一,2,2,17,林敏容,1
1102,D3188,保金四甲,保險法,２,必,2,4,星期一,3,3,44,曾耀鋒,1
1102,D3202,保金四乙,保險法,５,必,5,7,星期一,3,3,36,曾耀鋒,1
1102,D3209,保金四乙,貨幣銀行學 (學年),３,必,3,4,星期一,2,2,34,卓翠月,1
1102,D5199,資工四甲,行動裝置程式設計,５,選,5,7,星期一,3,3,25,張鈞淯,1
1102,D3321,資工四甲,實務專題（二）,１,必,1,1,星期一,3,2,8,洪啟舜,1
1102,D3322,資工四甲,系統與網路管理,２,必,2,4,星期一,3,3,42,林維展,1
1102,D2400,護理三甲,兒科護理學,５,必,5,7,星期一,3,3,57,劉千琪,1
1102,D2427,護理五甲,內外科護理學總論 (另併１班),３,選,3,4,星期二,2,2,77,曾月霞楊其璇林靜娟,1
1102,D2428,護理五甲,急診醫學概論 (另併１班),１,選,1,2,星期二,2,2,56,張耀田,1
1102,D2437,護理五甲,護理行政概論,５,必,5,6,星期二,2,2,53,饒瑞玉吳佳錚,1
1102,D2438,護理五甲,護理專業問題研討,７,必,7,8,星期二,2,2,53,楊鳳凰程淑媛,1
1102,D2450,護理五乙,護理行政概論,７,必,7,8,星期二,2,2,55,饒瑞玉吳佳錚,1
1102,D2451,護理五乙,護理專業問題研討,５,必,5,6,星期二,2,2,55,楊鳳凰程淑媛,1
1102,D2565,企管五甲,企業管理綜合個案研究 (學年),２,必,2,4,星期二,3,3,34,李家瑩,1
1102,D2574,企管五乙,企業管理綜合個案研究 (學年),５,必,5,7,星期二,3,3,42,張淑婷,1
1102,D2572,企管五乙,國際企業管理,２,必,2,4,星期二,3,3,39,張又心,1
1102,D2637,國貿五甲,國際匯兌,２,必,2,4,星期二,3,3,53,李桂枝,1
1102,D2771,會資五乙,審計學 (學年),１,必,1,4,星期二,4,4,37,盧昭君盧丕喬,1
1102,D2825,品設科菁英班五甲,專利法規實務,３,選,3,4,星期二,2,2,30,黃榮鑠,1
1102,D2826,品設科菁英班五甲,設計鑑賞,７,選,7,8,星期二,2,2,20,侯純純,1
1102,D2829,品設科菁英班五甲,運動與健康 (學年),５,選,5,6,星期二,2,2,0,體育老師,1
1102,D4881,資管五甲,企業專業實習 (另併１班),１,選,1,1,星期一,6,6,1,連俊瑋,1
1102,D8232,資管五甲,企業專業實習 (另併１班),１,選,1,1,星期一,6,6,1,陳大仁,1
1102,D8233,資管五甲,企業專業實習 (另併１班),１,選,1,1,星期一,6,6,1,廖士寬,1
1102,D8234,資管五甲,企業專業實習 (另併１班),１,選,1,1,星期一,6,6,2,蕭國倫,1
1102,D8235,資管五甲,企業專業實習 (另併１班),１,選,1,1,星期一,6,6,3,駱榮問,1
1102,D8314,資管五甲,企業專業實習 (另併１班),１,選,1,1,星期一,6,6,1,黃天麒,1
1102,D2956,日語五甲,日文商用文書寫作 (學年),３,必,3,4,星期二,2,2,23,南雄太,1
1102,D2959,日語五甲,英語口語表達（二） (學年),１,必,1,2,星期二,2,2,48,湯馬丁,1
1102,D3048,英語五甲,經濟學 (學年),３,必,3,4,星期二,2,2,47,陳佑昌,1
1102,D4731,保金五甲,理財規劃,２,必,2,4,星期二,3,3,40,卓翠月,1
1102,D3221,保金五甲,運動與健康 (學年),５,選,5,6,星期二,2,2,0,體育老師,1
1102,D3233,保金五乙,運動與健康 (學年),７,選,7,8,星期二,2,2,0,體育老師,1
1102,D4664,體育五甲,運動與健康 - 桌球,５,選,5,6,星期二,2,2,29,陳世恩,1
1102,D4552,體育五乙,運動與健康 - 瑜珈提斯,７,選,7,8,星期二,2,2,19,郭瑜婷,1
1102,D4663,體育五乙,運動與健康 - 桌球,７,選,7,8,星期二,2,2,20,陳世恩,1
1102,D2543,企管四甲,生涯運動 (學年),７,必,7,8,星期二,2,0,0,體育老師,1
1102,D7799,企管四甲,服務業日文 (另併１班),３,選,3,4,星期二,2,2,25,張瓊燕,1
1102,D2554,企管四乙,生涯運動 (學年),５,必,5,6,星期二,2,0,0,體育老師,1
1102,D2556,企管四乙,管理資訊系統 (學年),７,必,7,8,星期二,2,2,47,賴慧敏,1
1102,D2626,國貿四甲,生涯運動 (學年),５,必,5,6,星期二,2,0,0,體育老師,1
1102,D2622,國貿四甲,總體經濟學,２,選,2,4,星期二,3,3,22,郭鐘元,1
1102,D2733,會資四甲,生涯運動 (學年),５,必,5,6,星期二,2,0,0,體育老師,1
1102,D2735,會資四甲,成本與管理會計學 (學年),２,必,2,4,星期二,5,4,43,郭佳如,1
1102,D2736,會資四甲,高級會計學 (學年),７,必,7,8,星期二,4,3,44,蔡美秀,1
1102,D2745,會資四乙,生涯運動 (學年),７,必,7,8,星期二,2,0,0,體育老師,1
1102,D2746,會資四乙,企業管理 (學年),２,必,2,4,星期二,3,3,42,林秀霞,1
1102,D2426,護理五甲,週會/班會 (學年),７,必,7,8,星期三,2,0,54,高碧琴,1
1102,D2432,護理五甲,實用解剖學 (另併１班),３,選,3,4,星期三,2,2,73,李玉菁,1
1102,D2433,護理五甲,實用藥理學 (另併１班),１,選,1,2,星期三,2,2,64,楊宜真,1
1102,D2439,護理五乙,週會/班會 (學年),７,必,7,8,星期三,2,0,49,柯貞如,1
1102,D2563,企管五甲,國際企業管理,２,必,2,4,星期三,3,3,40,袁本麗,1
1102,D2558,企管五甲,週會/班會 (學年),７,必,7,8,星期三,2,0,39,黃政治,1
1102,D2567,企管五乙,週會/班會 (學年),７,必,7,8,星期三,2,0,38,許志成,1
1102,D2640,國貿五甲,商業英語會話 (學年),２,必,2,4,星期三,3,1,26,李金玲,1
1102,D4592,國貿五甲,商業英語會話 (學年),２,必,2,4,星期三,3,1,26,湯馬丁,1
1102,D2641,國貿五甲,國際企業概論 (學年),５,必,5,6,星期三,2,2,52,黃俊儒,1
1102,D2631,國貿五甲,週會/班會 (學年),７,必,7,8,星期三,2,0,52,陳玉蒼,1
1102,D2750,會資五甲,週會/班會 (學年),７,必,7,8,星期三,2,0,37,黃韞臻,1
1102,D2760,會資五甲,審計學 (學年),３,必,3,4,星期三,4,4,34,黃惠君,1
1102,D2770,會資五乙,稅務法規與申報實務 (學年),２,必,2,4,星期三,3,3,32,蔡京姐,1
1102,D2761,會資五乙,週會/班會 (學年),７,必,7,8,星期三,2,0,33,陳明宏,1
1102,D2828,品設科菁英班五甲,設計專業溝通,３,必,3,4,星期三,2,2,39,張國威,1
1102,D4881,資管五甲,企業專業實習 (另併１班),１,選,1,1,星期一,6,6,1,連俊瑋,1
1102,D8232,資管五甲,企業專業實習 (另併１班),１,選,1,1,星期一,6,6,1,陳大仁,1
1102,D8233,資管五甲,企業專業實習 (另併１班),１,選,1,1,星期一,6,6,1,廖士寬,1
1102,D8234,資管五甲,企業專業實習 (另併１班),１,選,1,1,星期一,6,6,2,蕭國倫,1
1102,D8235,資管五甲,企業專業實習 (另併１班),１,選,1,1,星期一,6,6,3,駱榮問,1
1102,D8314,資管五甲,企業專業實習 (另併１班),１,選,1,1,星期一,6,6,1,黃天麒,1
1102,D2958,日語五甲,日語聽講練習（五） (學年),３,必,3,4,星期三,2,1,48,蘇佳瑩,1
1102,D2960,日語五甲,新聞日語 (學年),５,必,5,6,星期三,2,2,48,林敏容,1
1102,D3047,英語五甲,商用英文 (學年),６,必,6,8,星期三,3,3,49,徐琍沂,1
1102,D3110,資應菁英班五甲,擴增實境,５,選,5,7,星期三,3,3,21,戴偉勝,1
1102,D3218,保金五甲,保險實務,２,必,2,4,星期三,3,3,37,王財驛,1
1102,D3210,保金五甲,週會/班會 (學年),７,必,7,8,星期三,2,0,37,呂書屏,1
1102,D4730,保金五甲,意外保險,１,必,1,6,星期三,3,3,40,張瑞益,1
1102,D3230,保金五乙,保險實務,２,必,2,4,星期三,3,3,37,劉俊廷熊令瑜,1
1102,D3222,保金五乙,週會/班會 (學年),７,必,7,8,星期三,2,0,37,張瓊燕,1
1102,D2422,護理四甲,週會/班會 (學年),７,必,7,8,星期三,2,0,51,葉月珍,1
1102,D2424,護理四乙,週會/班會 (學年),７,必,7,8,星期三,2,0,50,許明珠,1
1102,D2536,企管四甲,週會/班會 (學年),７,必,7,8,星期三,2,0,37,王鈞逸,1
1102,D2545,企管四甲,管理資訊系統 (學年),５,必,5,6,星期三,2,2,36,賴慧敏,1
1102,D2547,企管四乙,週會/班會 (學年),７,必,7,8,星期三,2,0,47,張又心,1
1102,D4689,國貿四甲,財務管理,２,必,2,4,星期三,3,3,50,陳香如,1
1102,D2627,國貿四甲,商用英文 (學年),５,必,5,6,星期三,2,2,49,李金玲,1
1102,D2617,國貿四甲,週會/班會 (學年),７,必,7,8,星期三,2,0,49,王韋能,1
1102,D4765,會資四甲,財務數學,３,必,3,4,星期三,4,4,43,詹明華,1
1102,D2429,護理五甲,產兒科護理總論 (另併１班),１,選,1,2,星期四,2,2,77,高碧琴,1
1102,D2431,護理五甲,實用微免及病理學 (另併１班),３,選,3,4,星期四,2,2,56,盧冠霖賴宗鼎,1
1102,D2571,企管五乙,科技管理,５,必,5,7,星期四,3,3,41,趙正敏,1
1102,D2635,國貿五甲,國際貿易會計實務,５,必,5,7,星期四,3,3,53,陳香如,1
1102,D2636,國貿五甲,國際貿易資訊化練習,３,必,3,4,星期四,2,1,52,張慈淑,1
1102,D2760,會資五甲,審計學 (學年),３,必,3,4,星期三,4,4,34,黃惠君,1
1102,D2824,品設科菁英班五甲,週會/班會 (學年),７,必,7,8,星期四,2,0,38,徐子雲,1
1102,D2883,資管五甲,週會/班會 (學年),７,必,7,8,星期四,2,0,40,蕭國倫,1
1102,D4881,資管五甲,企業專業實習 (另併１班),１,選,1,1,星期一,6,6,1,連俊瑋,1
1102,D8232,資管五甲,企業專業實習 (另併１班),１,選,1,1,星期一,6,6,1,陳大仁,1
1102,D8233,資管五甲,企業專業實習 (另併１班),１,選,1,1,星期一,6,6,1,廖士寬,1
1102,D8234,資管五甲,企業專業實習 (另併１班),１,選,1,1,星期一,6,6,2,蕭國倫,1
1102,D8235,資管五甲,企業專業實習 (另併１班),１,選,1,1,星期一,6,6,3,駱榮問,1
1102,D8314,資管五甲,企業專業實習 (另併１班),１,選,1,1,星期一,6,6,1,黃天麒,1
1102,D2957,日語五甲,日語發表演練 (學年),５,必,5,6,星期四,2,2,23,橘孝司,1
1102,D4693,日語五甲,日語發表演練 (學年),５,必,5,6,星期四,2,2,25,堂坂順子,1
1102,D2952,日語五甲,財務管理,２,必,2,4,星期四,3,3,48,李嗣堯,1
